제목,리뷰,평점
어벤져스: 엔드게임,안돼 ㅠ ㅠ ㅠ 내 최애 삼인방 돌려놔 ㅠ ㅠ ㅠ 후속작이 필히 나와야겠구만 이렇게 끝내버리면 호온난다 본격 시간물가자 ㄱㄱ ,10
어벤져스: 엔드게임,몰입감 있어서 3시간 지루하지 않게 잘 봤어요 ,10
어벤져스: 엔드게임,10년의 농축된 기대치를 넘치치도 모자르지도 않게 담아낸 영화 ,10
어벤져스: 엔드게임,아이언맨 살려내라~!!! ,10
어벤져스: 엔드게임,아..너무 보는동안 행복했고 슬펏다....ㅠ어벤져스 사랑해여♡ ,10
어벤져스: 엔드게임,이정도면 10점 줘도 됨... ,10
어벤져스: 엔드게임,아들보여줬는데 재미있었다네요. 아이언맨은 진리인가봅니다 ,10
어벤져스: 엔드게임,졸잼 ㅋㅋ~~~!꼭보셈 역대급임 ㄹㅇ ,10
어벤져스: 엔드게임,너무 재밌습니다!! I'm IRONMAN ,10
어벤져스: 엔드게임,개꿀잼... 캡마분량 너무 아쉬웠지만 그래도 개꿀잼 3시간도 짧음 ,10
형사 Duelist,아직도 영화의 여운과 강동원의 눈빛이 기억남마지막 나오는대사가 지금도 기억난다.'그런데.. 니 이름이 뭐지?'이후 이 영화는 바다건너 일본에도 큰 영향을 주어너의 이름은 이라는 유명한 만화영화 제목으로.. ,10
크게 될 놈,너무나 재미있었습니다 ,1
어벤져스: 엔드게임,양심적으로 스포 자제하자! ,10
어벤져스: 엔드게임,내인생 최고의 영화. 감동 ,10
어벤져스: 엔드게임,"너무 보고싶은데 시험기간...,ㅠㅠㅠㅠ울고 싶다 ",10
어벤져스: 엔드게임,역시 어벤져스 히어로들 다 구경해서 너무 좋았어요 ,10
어벤져스: 엔드게임,역시 어벤져스 히어로들 다 구경해서 너무 좋았어요 ,10
어벤져스: 엔드게임,노템 타노스가 이렇게나 쎌 줄이야. 캡틴마블도 어찌못하네 ㅎㅎ ,9
어벤져스: 엔드게임,스포 안당했으면 영화관에서 질질짤뻔함 ㄹㅇ ,10
어벤져스: 엔드게임,어벤져어스 어쌤블!!! ,10
어벤져스: 엔드게임,10년간 봤던 마블영화를 전부 추억하게 만드는 영리한 영화입니다. 정리 참 잘했네요 ,10
어벤져스: 엔드게임,기대가 커서 그런지... ,6
어벤져스: 엔드게임,아니. 그 얘긴 하지 않을래 ,10
어벤져스: 엔드게임,치즈버거... 너무 슬펐어요 ㅠㅠ 최고네요. MCU 사랑해요. ,10
어벤져스: 엔드게임,3편보다 훨씬 재미적요소가 떨어졌구...초반 타노스 죽을때는진짜 눈물이 글썽였네요..과연 타노스가 악당일까요? 어벤져스는 정의가 맞는가.. ,2
어벤져스: 엔드게임,최종 정리편..어벤져스에게 박수를.. ,10
어벤져스: 엔드게임,재미있게 보았어요~~~~ ,8
어벤져스: 엔드게임,완전 기대됨 그리고 마지막 결말이 완전 궁금 ,10
어벤져스: 엔드게임,시간 여행해서 보기 전으로 돌아가고 싶게 만드는 영화. 감사합니다! ,10
어벤져스: 엔드게임,마블 시리즈를 알면 알수록 더 재미있습니다. ,10
노팅 힐,역시나 명작입니다만 자막이 조금 아쉬웠어요 ,10
어벤져스: 엔드게임,전세계가 마블영화의 최대 히트작이자 역사적인 작품을 기다렸다 어벤져스가 끝나는 순간은 영원히 기억될것이다 ,8
어벤져스: 엔드게임,전투씬 소름돋고 너무 멋있었음 최고 ,10
어벤져스: 엔드게임,어벤져스 멤버들 다 모여서 어벤져스 어셈블 하고 다같이 싸우는 모습 잊을수가 없다 꼭 보세요 ,10
어벤져스: 엔드게임,해리포터를 떠나 보낼 때의 감정 ,10
어벤져스: 엔드게임,기대 보다는 실망한 영화 .그냥 그런 영화 . 액션 블록버스터 보다는 드라마 ,6
어벤져스: 엔드게임,죽어도 잊을수 없는 영화.. ,10
보헤미안 랩소디,최고의 영화 3번이나 봤어요 ,10
클레멘타인,한국인이 사랑하는 영화 1위 ,10
어벤져스: 엔드게임,미쳤어요.이제 무엇을 기다리고 봐야하죠...???!ㅠㅜ ,10
어벤져스: 엔드게임,약간은 미적지근하게 끝났어요 ,6
어벤져스: 엔드게임,와 아이언맨은 성대하게 장례치러주면서. 블랙위도우는 장례도 안치러주네 ,9
어벤져스: 엔드게임,진짜 보는 내내 감동.전율.소름. 아주 다양한 감정을 느끼고 나옵니다...다들 여러번 봅시다ㅠㅠ ,10
어벤져스: 엔드게임,사랑해요 마블 사랑해요 어벤져스 ,10
어벤져스: 엔드게임,찐.따도 아니고 이런 영웅영화나 좋아하다니 ㅉㅉ ,1
어벤져스: 엔드게임,진짜 내 인생에서 최고의 영화다 완벽하다 ,10
어벤져스: 엔드게임,내 인생에서 잊혀지지 않을 영화.... ,10
캡틴 마블,히어로 변할때 멋있었어영 ,10
어벤져스: 엔드게임,지림 지림 지림 지림 지림 지림 지림 지림 ,10
어벤져스: 엔드게임,"영화를 보고 받은 감동을 우리모두 평생 잊지 말기를 바랍니다. Avangers Assemble! We are Avangers, We are Ironman! ",10
어벤져스: 엔드게임,아이언맨을 위한 헌정영화라고 봐도 무방함. 인피니티 사가의 시작과 끝을 함께한 아이언맨 ,10
어벤져스: 엔드게임,진심오졋다 돈이랑 3시간이 아깝지않앗다 ,10
어벤져스: 엔드게임,조때서 꼭봐야돼 큰일났어 근데 너무 재밌어 ,10
어벤져스: 엔드게임,추억을 불러일으키는 영화 ,10
어벤져스: 엔드게임,Avengers endgame ,10
어벤져스: 엔드게임,사랑합니다 하워드.... ,10
어벤져스: 엔드게임,별로 개실망 번역이 오역심했고 박지×씨가 계속인맥빨로 번역한거 확정. 영어 못하시는 분들은 정말 그대로 볼것에 한숨이 나옵니다. ,1
판도라,도데체 0점이 왜없냐 이건 1점도 안되는영화야 ,1
자전차왕 엄복동,네티즌평점 3.0대는 처음 본다.. 리얼도 4점인데... ,5
아이 엠 마더,잼있어요ㅎㅎ시원한복수극. ,10
어벤져스: 엔드게임,우와.... 걍 대박 ㅋㅋ마지막 부슨 완전 대박 ,10
어벤져스: 엔드게임,말도안되게 최고... ,10
어벤져스: 엔드게임,재미있어요. 모든 히어로가 한자리에. ,10
어벤져스: 엔드게임,아이언맨4 잘보고 왔습니다. ,10
어벤져스: 엔드게임,이보다 더 완벽한 히어로 영화가 나올까?? ,10
어벤져스: 엔드게임,어벤저스가 마지막이라니 ㅠㅠ여운남네요.. ,10
어벤져스: 엔드게임,오랜 친구를 떠나보내는기분..공허하다...좌석에서 일어나자마자 그립다 ,10
어벤져스: 엔드게임,세 시간. 지루. 유치... 타임머신타고 돌아간다면 이 영화를 안볼 것이다. ,2
어벤져스: 엔드게임,마블을 다본사람은 좋아할수밖에없음 ,10
어벤져스: 엔드게임,역시 어벤져스! 재밌어요 ,10
어벤져스: 엔드게임,최고입니다정말로.! ,10
어벤져스: 엔드게임,이걸 보니까 한국영화는 아직도 멀었다는 생각이 들더라... ,10
어벤져스: 엔드게임,마블입니다. 믿으세요 ,10
어벤져스: 엔드게임,짱짱 잼...3시간이 아깝지 않아용 ㅎ ,10
어벤져스: 엔드게임,오래 기다리던 영화 기대를 저버리지 않는 영화 ,10
어벤져스: 엔드게임,웃음오마주감동 인생영화 ,10
어벤져스: 엔드게임,이런 것을 '영화'라고 부른다 ,10
어벤져스: 엔드게임,눈을 감으면 자꾸 녹은 아이스크림이 오버렙됩니다 단언코 제 개인 영화사 중 가장 충격적인 장면이었죠. Ps. 적어도 마블 시리즈 중에 어벤져스만이라도 보고 가시길 추천드립니다 남들이 웃고 울 때 꿔다놓은 보릿자루 신세가 될 수 있습니다 ,10
어벤져스: 엔드게임,말이필요없습니다 감동입니다. ,10
어벤져스: 엔드게임,조조로 보고왔는데 난 아직도 하 ㅠ ,10
어벤져스: 엔드게임,들쥐 아니였으면 어쩔뻔 했어.... ,10
어벤져스: 엔드게임,인생영화 멋진 결말이었습니다! ,10
어벤져스: 엔드게임,아스가르디언즈 뚱르의 유쾌한 반란이 시작된다! ,10
어벤져스: 엔드게임,마블 추억이 지나가는 시간 ,10
어벤져스: 엔드게임,나는 아이언맨이다 역대급 명장면 ,10
캡틴 마블,보기 편하고 아주 재미있습니다 ,10
어벤져스: 엔드게임,아이언맨과 나타샤는 전설이 되었고 개틴 똥메리카는 킹틴 갓메리카가 되었다. ,10
아이언맨,영화관에서 봣는데 존잼 ,10
어벤져스: 엔드게임,이보다 재미있는 히어로 영화는 없다 ,10
어벤져스: 엔드게임,팝콘 히어로 무비의 대미로서는 완벽한 서사 ,9
크게 될 놈,내생에 이렇게 마음 따뜻해지는 영화는 처음이예요♡♡♡ ,10
어벤져스: 엔드게임,재미있었는데 울었다.. 슬펐다.. ,10
어벤져스: 엔드게임,하....눈물 없이 못봅니다...하....Avengers assemble!! ,10
어벤져스: 엔드게임,2008년에서 2019년까지 고생하셨습니다..출연 진 분들ㅎㅎ꿀잼이었습니다. ,8
어벤져스: 엔드게임,손오반이 셀 죽이고 평화가 찾아온 시티사탄 에피소드를 보는듯한 느낌...이거 SF물인데... 마지막이라 아주 시리어스함 ,8
어벤져스: 엔드게임,내 최애 로다주 3000만큼 사랑함 ,10
어벤져스: 엔드게임,그냥 떡밥 회수 영화.. 캡틴마블은 전에 나온 게 잘못본건가 싶을만큼의 감정없는 캐릭터로 나오고... 분량도 영향력도 적다. 전체적인 힘 밸런스도 너무 이상했다. 타노스도 건틀렛 끼자마자 바로 다루지 못했던 걸 그렇게 한순간에..?ㅋㅋ ,4
어벤져스: 엔드게임,"블랙팬서:건틀렛 배달의민족 (고양이 그 자체)퀼:쫄 2명한테 털리는 씹ㅉㄸ블랙위도우:전투씬 1분 아주칭찬해타노스:3에서는 양학, 엔드에서는 마지막인 히어로들을 위한 샌드백캡:묠니르로 기냥 타노스 머리가땡!아이언맨,캡틴마블:너희 하고싶은거 다해 ",2
어벤져스: 엔드게임,시험 내일보는데  극장가서 봤으니 시험 잘보게 해주세요 ,10
어벤져스: 엔드게임,good bb nice ,10
어벤져스: 엔드게임,꿀잼이었다. 누구나 생각했던 결말이 아닌 독보적인 결말.마블은 사랑이다. ,10
어벤져스: 엔드게임,옆에서 관람하시던 할머니 트림때문에 별반개 뺌 ,9
어벤져스: 엔드게임,마지막 대사는? 뭘까여 ,10
어벤져스: 엔드게임,Avengers Assemble! ,10
어벤져스: 엔드게임,영화관가서 눈물 훌쩍거렸어요ㅠㅠㅠㅠ소름돋을만큼 영화 퀄리티도 굉장하고 3시간이아닌 30분 본 듯 시간 너무 빨리갔어요ㅠㅠ 마지막이 아니길 바라요.. ,10
생일,많은 생각을하게된 영화입니다 ,10
어벤져스: 엔드게임,한마디만 하겠습니다. 죽기전에 봐야하는 영화. ,10
어벤져스: 엔드게임,"와 맞아 이건 스포하지말자 진짜 그러지 말자대박이다,몇번 더 볼거예요, ",10
어벤져스: 엔드게임,10년의 여정을 마무리 짓는 완벽한 영화 ,10
어벤져스: 엔드게임,너무 재미있게 봤습니다!!! ,10
어벤져스: 엔드게임,보고또보러갑니다..말이안나오네요..완벽합니다..3000만큼사랑합니다.! ,10
어벤져스: 엔드게임,그냥 최고다 오늘 두번봤다.. ,10
어벤져스: 엔드게임,역시 캡틴은 레전드임 극장서 보시길... ,10
어벤져스: 엔드게임,먼 이렇게 영화를 재미나게 만들었어!!! ,10
어벤져스: 엔드게임,초딩들 제발 조용히 보자영화내내 잡답하면서 보냐 ,10
어벤져스: 엔드게임,지극히 개인적인 생각입니다. 전작들보다 연출 편집 오락성등등 모든 면에서 아쉬웠어요. 다들 너무 큰기대하시면 실망하실수도ㅠ ,6
어벤져스: 엔드게임,지극히 개인적인 생각입니다. 전작들보다 연출 편집 오락성등등 모든 면에서 아쉬웠어요. 다들 너무 큰기대하시면 실망하실수도ㅠ ,6
어벤져스: 엔드게임,스포일러 없는 깨끗한 마블영화를 원합니다.마지막인만큼 서로 돕고삽시다먼저 본 저는 정말 소름이 끼쳤습니다.꼭 보시고 음료수 드시지마세요!!!! ,10
어벤져스: 엔드게임,마블과 함께한 지난 11년 즐거웠어요 끝까지 실망시키지 않네요 ,10
어벤져스: 엔드게임,진짜 관람객은 10점줄수밖에없다 .진짜 너무 재밌게 봤가 진짜 한번더보러가야지 하 ,10
어벤져스: 엔드게임,Whatever it takes. ,10
어벤져스: 엔드게임,스포하지말자 마지막 전투씬은 반지의 제왕 두개의 탑에 버금갔다 ,10
어벤져스: 엔드게임,2D 3D 4D로 다 보겠습니다 ㅎㅎ ,10
어벤져스: 엔드게임,완벽한 마무리... 마음속에녹아드는 퇴장이여따... ,10
어벤져스: 엔드게임,완벽한 마무리... 마음속에녹아드는 퇴장이여따... ,10
어벤져스: 엔드게임,잼있네요.한번더  봐야할것같아요. ,10
어벤져스: 엔드게임,잼있네요.한번더  봐야할것같아요. ,10
어벤져스: 엔드게임,마블의 시작과 끝은 I am Iron man 이 문장 하나면 충분하다 ,10
어벤져스: 엔드게임,너무 완벽했어요 환상적이라고 생각합니다 ,10
어벤져스: 엔드게임,하지 말라면 그냥 하지 마 제발 인생에서 자랑할만한 게 남들보다 영화 먼저 본 거뿐이라서 그런 거야? 아직 영화 보지도 않았는데 텍스트로만 영화 결말 8번 봤다ㅡㅡ ,10
어벤져스: 엔드게임,스포안할테니 꼭 보세요! ,10
요로나의 저주,역시 시리즈 대로 나오는 공포대로 스토리는 이정도며누나쁘지 않다고 본다. 감명 깊었던 것은. 교회를 다니지 않만 하느님을 믿으면서 다양한 방법의 엑소시즘을 하려는 캐릭터가 마음에 들었다. 교회는 버렸지만 하느님은 버리지 않았다.... 교회 = 사업 ,10
어벤져스: 엔드게임,10년 동안 덕분에 즐거웠습니다. 땡큐 마블. ,10
어벤져스: 엔드게임,히어로들 다 나올 떄 소름.. ,10
어벤져스: 엔드게임,그냥저냥 재밋어요 아이언맨죽음 캡틴아메리카 할배됨 나타샤 OO ,8
베테랑,영화면 현실보다 과장을 해야되는데 현실이 더 영화같네요 ,1
베테랑,영화면 현실보다 과장을 해야되는데 현실이 더 영화같네요 ,1
어벤져스: 엔드게임,아이언맨죽고 블랙위도우 죽고 쿠키영상없고~감동때문에 인피니티워의 쉴틈없는 액션과 진행상황보다는 확실히 긴장감이 떨어지네요~나중에 집에서나 한번더보고~왠만하면 나중에 케이블에서 보는걸 추천합니다~ ,2
어벤져스: 엔드게임,지난 10년을 같이해온 영화의 마지막이라는 감성적 이유로 평을 남기지마라.어벤져스 시리즈중 최악이였다.특히 전편과 비교해선 더더욱...초중반은 지루 아니면... 시트콤이고...영화의 유일한 전투씬인 마지막 장면도 전편과 비교하면너무 실망스럽다 ,4
어벤져스: 엔드게임,굳개굳좋아요보러갈거야 ,10
어벤져스: 엔드게임,굳개굳좋아요보러갈거야 ,10
어벤져스: 엔드게임,말이 필요한가... 역대급 ,10
어벤져스: 엔드게임,앞으로 3번은 더 볼예정 진짜 dvd판나오면 소장할지경 ,10
어벤져스: 엔드게임,마지막 캡아가 드디어 뭔가 바랬던 삶을 산 것 같아 뭉클했음 ㅠㅠ ,10
어벤져스: 엔드게임,10년동안 기다렸던게 3분같은 3시간으로 보상되네요 ,10
국가부도의 날,지루하지도 않고 2시간 동안 몰입한 영화 ,10
어벤져스: 엔드게임,10년에 마블총정리 느낌..잼나게보았습니다 ,10
어벤져스: 엔드게임,정말 ㅜㅜ 스포하지말아주세요ㅜㅜ 고생하며 만든건데... 정말 스포하듯 그러지 말아주세요... 그리고 영화 꼭보세요!! 전 내일또 보려갑니다. ,10
어벤져스: 엔드게임,재밌습니다..!!! ,10
어벤져스: 엔드게임,끝나고 정말 집에 빨리 가고 싶었어요... 뭔가 너무 슬프고 아쉽고.. 집에 와서 유튜브 영상들 보면서 욺 ,10
어벤져스: 엔드게임,I'm... I'm ironman ,10
